Player,Tm,Age,Pos,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk▼,Comb,Solo,Ast,TFL,QBHits,Sfty
Charley Hughlett,CLE,33,LS,17,0,,,0.00,,,,,,,0,0.00,0.29,0.00,0.29,0.00,0.00,
Creed Humphrey*,KAN,24,C,17,17,,,0.00,,,0.06,0.12,0,0,0,0.00,,,,,,
Kareem Hunt,CLE,28,RB,15,2,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
James Hurst,NOR,32,OL,15,15,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jalen Hurts*,PHI,25,QB,17,17,,,0.00,,,0.00,0.53,4,-3,0,0.00,,,,,,
Godwin Igwebuike,2TM,29,RB,12,0,,,0.00,,,,,,,0,0.00,0.08,0.00,0.08,0.00,0.00,
Siaki Ika,CLE,23,DT,4,0,0.00,0.00,0.00,0,0.25,,,,,0,0.00,,,,,0.25,
Lamar Jackson*+,BAL,26,QB,16,16,,,0.00,,,0.00,0.69,4,-7,0,0.00,,,,,,
Richie James,KAN,28,WR,9,1,,,0.00,,,0.00,0.22,1,0,0,0.00,,,,,,
Justin Jefferson,MIN,24,WR,10,9,,,0.00,,,0.00,0.10,1,0,0,0.00,,,,,,
Elgton Jenkins,GNB,28,OL,15,15,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Teven Jenkins,CHI,25,OL,12,11,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
D'Ernest Johnson,JAX,27,RB,17,0,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Juwan Johnson,NOR,27,TE,13,11,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Lane Johnson*,PHI,33,T,16,16,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Paris Johnson,ARI,22,OL,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Roschon Johnson,CHI,22,RB,15,0,,,0.00,,,0.00,0.07,1,0,0,0.00,0.13,0.00,0.13,0.00,0.00,
Aaron Jones,GNB,29,RB,11,11,,,0.00,,,0.00,0.18,1,-1,0,0.00,,,,,,
Braxton Jones,CHI,24,OL,11,11,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Broderick Jones,PIT,22,T,17,11,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Daniel Jones,NYG,26,QB,6,6,,,0.00,,,0.00,0.67,1,-2,0,0.00,,,,,,
Dawand Jones,CLE,22,T,11,9,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Joseph Jones,TEN,29,LB,4,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Sidney Jones,CIN,27,CB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.00,0.33,0.00,0.00,
Tim Jones,JAX,25,WR,17,2,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Brevin Jordan,HOU,23,TE,14,6,,,0.00,,,,,,,0,0.00,0.07,0.00,0.07,0.00,0.00,
Ted Karras,CIN,30,C,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Keith Kirkwood,NOR,29,WR,13,4,,,0.00,,,,,,,0,0.00,0.08,0.00,0.08,0.00,0.00,
Cole Kmet,CHI,24,TE,17,17,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Cooper Kupp,LAR,30,WR,12,12,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
CeeDee Lamb*+,DAL,24,WR,17,17,,,0.00,,,0.00,0.18,1,0,0,0.00,,,,,,
Trevor Lawrence,JAX,24,QB,16,16,,,0.00,,,0.00,0.75,3,-10,0,0.00,,,,,,
Will Levis,TEN,24,QB,9,9,,,0.00,,,0.00,0.78,2,-15,0,0.00,,,,,,
Cory Littleton,2TM,30,LB,10,0,,,0.00,,,,,,,0,0.00,0.10,0.00,0.10,0.00,0.00,
Hunter Long,LAR,25,TE,4,1,,,0.00,,,,,,,0,0.00,0.25,0.00,0.25,0.00,0.00,
Jordan Love,GNB,25,QB,17,17,,,0.00,,,0.00,0.53,3,-6,0,0.00,,,,,,
Vederian Lowe,NWE,24,T,11,8,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Patrick Mahomes*,KAN,28,QB,16,16,,,0.00,,,0.00,0.31,4,0,0,0.00,,,,,,
Will Mallory,IND,24,TE,12,2,,,0.00,,,0.00,0.08,1,0,0,0.00,,,,,,
Terrace Marshall Jr.,CAR,23,WR,9,4,,,0.00,,,0.00,0.11,1,0,0,0.00,,,,,,
Alexander Mattison,MIN,25,RB,16,13,,,0.00,,,0.00,0.19,1,-1,0,0.00,,,,,,
Michael Mayer,LVR,22,TE,14,12,,,0.00,,,,,,,0,0.00,0.07,0.00,0.07,0.00,0.00,
Baker Mayfield*,TAM,28,QB,17,17,,,0.00,,,0.00,0.47,3,-5,0,0.00,,,,,,
Christian McCaffrey*+,SFO,27,RB,16,16,,,0.00,,,0.00,0.19,1,0,0,0.00,,,,,,
Conor McDermott,NWE,31,T,6,5,,,0.00,,,0.00,0.00,1,7,0,0.00,,,,,,
Connor McGovern,BUF,26,G,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Isaiah McKenzie,IND,28,WR,13,2,,,0.00,,,0.00,0.23,1,0,0,0.00,,,,,,
Sean McKeon,DAL,26,TE,9,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.11,0.00,0.11,0.00,0.00,
Terry McLaurin,WAS,28,WR,17,17,,,0.00,,,0.00,0.00,1,0,1,0.00,,,,,,
Jeremy McNichols,SFO,28,RB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.00,0.33,0.00,0.00,
Jake McQuaide,DET,36,LS,9,0,,,0.00,,,,,,,0,0.00,0.11,0.00,0.11,0.00,0.00,
Quinn Meinerz,DEN,25,OL,17,17,,,0.00,,,0.00,0.00,1,10,0,0.00,,,,,,
Jakobi Meyers,LVR,27,WR,16,16,,,0.00,,,0.00,0.00,1,1,0,0.00,,,,,,
Jordan Mims,NOR,24,RB,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Gardner Minshew II*,IND,27,QB,17,13,,,0.00,,,0.00,0.47,2,5,0,0.00,,,,,,
David Montgomery,DET,26,RB,14,14,,,0.00,,,0.00,0.14,1,0,0,0.00,,,,,,
D.J. Moore,CHI,26,WR,17,17,,,0.00,,,0.06,0.06,0,0,0,0.00,,,,,,
Dan Moore,PIT,25,T,16,16,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Elijah Moore,CLE,23,WR,17,12,,,0.00,,,0.00,0.12,1,-9,0,0.00,,,,,,
Rondale Moore,ARI,23,WR,17,8,,,0.00,,,0.00,0.06,2,0,0,0.00,,,,,,
Quintin Morris,BUF,24,TE,15,0,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Raheem Mostert*,MIA,31,RB,15,15,,,0.00,,,0.00,0.27,1,-1,0,0.00,,,,,,
Johnny Mundt,MIN,29,TE,17,0,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Kyler Murray,ARI,26,QB,8,8,,,0.00,,,0.00,0.88,1,-11,0,0.00,,,,,,
Nick Muse,MIN,25,TE,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Puka Nacua*,LAR,22,WR,17,17,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Xavier Newman-Johnson,2TM,24,G-T,10,5,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Aidan O'Connell,LVR,25,QB,11,10,,,0.00,,,0.00,0.36,2,-1,0,0.00,,,,,,
Patrick O'Connell,SEA,25,LB,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Ty Okada,SEA,24,SS,5,0,,,0.00,,,,,,,0,0.00,0.20,0.00,0.20,0.00,0.00,
Chigoziem Okonkwo,TEN,24,TE,17,11,,,0.00,,,0.00,0.00,1,0,0,0.00,0.06,0.00,0.06,0.00,0.00,
K.J. Osborn,MIN,26,WR,16,12,,,0.00,,,0.00,0.06,1,-3,0,0.00,,,,,,
Gervarrius Owens,NYG,24,S,3,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.33,0.00,0.33,0.00,0.00,
Dylan Parham,LVR,24,G,17,17,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Donovan Peoples-Jones,2TM,24,WR,15,6,,,0.00,,,0.00,0.07,1,0,0,0.00,,,,,,
A.T. Perry,NOR,24,WR,10,3,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
George Pickens,PIT,22,WR,17,16,,,0.00,,,0.00,0.18,1,0,0,0.00,,,,,,
Kenny Pickett,PIT,25,QB,12,12,,,0.00,,,0.00,0.17,2,-6,0,0.00,,,,,,
Michael Pittman Jr.,IND,26,WR,16,15,,,0.00,,,0.00,0.13,2,0,0,0.00,,,,,,
Benning Potoa'e,WAS,27,DT,1,0,,,0.00,,,,,,,0,0.00,1.00,0.00,1.00,0.00,0.00,
Dak Prescott*,DAL,30,QB,17,17,,,0.00,,,0.00,0.24,1,0,0,0.00,,,,,,
Brock Purdy*,SFO,24,QB,16,16,,,0.00,,,0.00,0.38,4,-1,0,0.00,,,,,,
Kalif Raymond,DET,29,WR,17,3,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Jayden Reed,GNB,23,WR,16,13,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
Rashee Rice,KAN,23,WR,16,8,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
Anthony Richardson,IND,21,QB,4,4,,,0.00,,,0.00,0.75,1,-9,0,0.00,,,,,,
Desmond Ridder,ATL,24,QB,15,13,,,0.00,,,0.00,0.80,4,-16,0,0.00,,,,,,
Wan'Dale Robinson,NYG,22,WR,15,8,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Mason Rudolph,PIT,28,QB,4,3,,,0.00,,,0.00,0.75,1,-6,0,0.00,,,,,,
Cesar Ruiz,NOR,24,OL,16,16,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Brett Rypien,LAR,27,QB,2,1,,,0.00,,,0.00,1.00,1,0,0,0.00,,,,,,
Drew Sample,CIN,27,TE,17,10,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Miles Sanders,CAR,26,RB,16,5,,,0.00,,,0.00,0.13,1,0,0,0.00,,,,,,
John Michael Schmitz,NYG,24,C,13,13,,,0.00,,,0.00,0.08,1,-14,0,0.00,,,,,,
Boston Scott,PHI,28,RB,15,0,,,0.00,,,0.00,0.07,0,0,0,0.00,0.07,0.00,0.07,0.00,0.00,
Isaac Seumalo,PIT,30,G,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Penei Sewell*+,DET,23,T,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Khalil Shakir,BUF,23,WR,17,10,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Laviska Shenault Jr.,CAR,25,WR,8,0,,,0.00,,,0.00,0.13,1,0,0,0.00,0.13,0.00,0.13,0.00,0.00,
Trevor Siemian,NYJ,32,QB,5,3,,,0.00,,,0.00,1.00,1,-5,0,0.00,,,,,,
John Simpson,BAL,26,G,17,17,,,0.00,,,0.00,0.00,1,8,0,0.00,,,,,,
Steven Sims,HOU,26,WR,3,0,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Devin Singletary,HOU,26,RB,17,10,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Brandon Smith,PHI,22,LB,2,0,,,0.00,,,,,,,0,0.00,0.50,0.00,0.50,0.00,0.00,
Geno Smith*,SEA,33,QB,15,15,,,0.00,,,0.00,0.33,2,-3,0,0.00,,,,,,
Tyreke Smith,2TM,23,LB,3,0,,,0.00,,,,,,,0,0.00,0.33,0.00,0.33,0.00,0.00,
JuJu Smith-Schuster,NWE,27,WR,11,7,,,0.00,,,0.00,0.00,1,1,0,0.00,,,,,,
Tyjae Spears,TEN,22,RB,17,1,,,0.00,,,0.00,0.06,1,0,0,0.00,,,,,,
Amon-Ra St. Brown*+,DET,24,WR,16,16,,,0.00,,,0.06,0.06,0,0,0,0.00,,,,,,
Terence Steele,DAL,26,T,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Tyler Steen,PHI,23,T,11,1,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jarrett Stidham,DEN,27,QB,3,2,,,0.00,,,0.00,0.33,1,-1,0,0.00,,,,,,
Chris Stoll,SEA,25,LS,17,0,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Cole Strange,NWE,25,OL,10,10,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
C.J. Stroud*,HOU,22,QB,15,15,,,0.00,,,0.00,0.53,1,-10,0,0.00,,,,,,
D'Andre Swift*,PHI,24,RB,16,15,,,0.00,,,0.00,0.19,1,0,0,0.00,,,,,,
Tua Tagovailoa*,MIA,25,QB,17,17,,,0.00,,,0.00,0.76,9,-36,0,0.00,,,,,,
Ryan Tannehill,TEN,35,QB,10,8,,,0.00,,,0.00,0.40,2,-12,0,0.00,,,,,,
Trent Taylor,CHI,29,WR,17,0,,,0.00,,,0.00,0.12,1,0,0,0.00,,,,,,
Tyrod Taylor,NYG,34,QB,11,5,,,0.00,,,0.00,0.36,3,-6,0,0.00,,,,,,
Wyatt Teller*,CLE,29,G,17,16,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Kiondre Thomas,GNB,25,CB,1,0,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Deven Thompkins,TAM,24,WR,17,1,,,0.00,,,0.00,0.18,1,0,0,0.00,,,,,,
Zach Tom,GNB,24,OL,17,17,,,0.00,,,0.00,0.00,2,0,0,0.00,,,,,,
Laken Tomlinson,NYJ,31,LG,17,17,,,0.00,,,0.00,0.00,2,10,0,0.00,,,,,,
Kadarius Toney,KAN,24,WR,13,2,,,0.00,,,0.00,0.08,1,0,0,0.00,,,,,,
O'Cyrus Torrence,BUF,23,G,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Austin Trammell,LAR,25,WR,16,0,,,0.00,,,0.00,0.19,2,0,0,0.00,,,,,,
Mitchell Trubisky,PIT,29,QB,5,2,,,0.00,,,0.00,0.20,1,-6,0,0.00,,,,,,
Payton Turner,NOR,25,DE,2,0,,,0.00,,,0.00,0.00,1,0,0,0.00,0.50,0.00,0.50,0.00,1.00,
Nick Vigil,MIN,30,LB,8,0,,,0.00,,,,,,,0,0.00,0.25,0.00,0.25,0.00,0.00,
Kenneth Walker III,SEA,23,RB,15,15,,,0.00,,,0.00,0.07,1,-7,0,0.00,,,,,,
Alex Ward,LAR,24,LS,13,0,,,0.00,,,,,,,0,0.00,0.08,0.00,0.08,0.00,0.00,
Carter Warren,NYJ,24,T,8,5,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Montrell Washington,KAN,24,WR,6,0,,,0.00,,,0.00,0.33,1,0,0,0.00,,,,,,
Parker Washington,JAX,21,WR,9,1,,,0.00,,,0.00,0.22,2,-1,0,0.00,,,,,,
Deshaun Watson,CLE,28,QB,6,6,,,0.00,,,0.00,0.83,1,0,0,0.00,,,,,,
Tress Way,WAS,33,P,17,0,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jon Weeks,HOU,37,LS,17,0,,,0.00,,,,,,,0,0.00,0.06,0.00,0.06,0.00,0.00,
Rachaad White,TAM,24,RB,17,17,,,0.00,,,0.00,0.18,3,3,0,0.00,,,,,,
Benton Whitley,2TM,24,LB,4,0,0.00,0.00,0.00,0,0.25,0.00,0.00,1,1,0,0.00,,,,,,
Dontayvion Wicks,GNB,22,WR,15,6,,,0.00,,,0.00,0.20,1,0,0,0.00,,,,,,
Elijah Wilkinson,ARI,28,OL,10,9,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jamaal Williams,NOR,28,RB,13,4,,,0.00,,,0.00,0.08,1,0,0,0.00,,,,,,
Jonah Williams,CIN,26,T,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Jedrick Wills Jr.,CLE,24,T,8,8,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Russell Wilson,DEN,35,QB,15,15,,,0.00,,,0.00,0.67,2,7,0,0.00,,,,,,
Zach Wilson,NYJ,24,QB,12,11,,,0.00,,,0.00,0.92,1,-5,0,0.00,,,,,,
Tristan Wirfs*,TAM,24,T,17,17,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Zach Wood,NOR,30,LS,17,0,,,0.00,,,,,,,0,0.00,0.12,0.00,0.12,0.00,0.00,
Andrew Wylie,WAS,29,OL,15,15,,,0.00,,,0.00,0.00,2,0,0,0.00,,,,,,
Bryce Young,CAR,22,QB,16,16,,,0.00,,,0.00,0.69,4,0,0,0.00,,,,,,
Dareke Young,SEA,24,WR,6,0,,,0.00,,,,,,,0,0.00,0.17,0.00,0.17,0.00,0.00,
Kevin Zeitler*,BAL,33,G,15,15,,,0.00,,,0.00,0.00,1,0,0,0.00,,,,,,
Ty Zentner,2TM,25,K-P,9,0,,,0.00,,,0.00,0.11,1,-6,0,0.00,,,,,,
